SPID,Date,Claim Outcome,Promoter Score,Promoter Reason,Other,Data Supplier,Comments
SNP8837568690,"Thursday, 17 September 2020",Settled,7,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",3, 
SNP88412808602,"Saturday, 13 March 2021",Settled,7,COT,,4, 
SNP88433687039,"Saturday, 9 May 2020",Settled,9,CPT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP885025739,"Sunday, 28 February 2021",Settled,7,CSE,,3, 
SNP885048804,"Wednesday, 2 December 2020",Settled,7,CPT,,3, 
SNP88564892951,"Tuesday, 20 April 2021",Settled,7,CPT,,3, 
SNP8859642558,"Sunday, 11 April 2021",Settled,7,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",3, 
SNP886059268,"Tuesday, 8 December 2020",Declined,4,OOO,"Vel aliquam pulvinar inceptos senectus a ullamcorper feugiat elit elementum sem hendrerit, egestas posuere sociosqu pretium curabitur vestibulum etiam posuere imperdiet mauris",3, 
SNP886093978,"Thursday, 21 January 2021",Settled,5,CPF,,3, 
SNP8862450826,"Wednesday, 2 December 2020",Settled,6,OOO,"Praesent metus ipsum augue aptent sit leo ad sem urna hendrerit proin pellentesque ad dictumst mauris, pulvinar accumsan rutrum vestibulum conubia curae fermentum class pharetra fusce nostra quam sagittis",3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP88663057659,"Wednesday, 30 September 2020",Settled,10,COT,,4, 
SNP887018638,"Sunday, 7 February 2021",Settled,5,OOO,"Placerat class bibendum leo etiam consectetur iaculis consectetur suspendisse, etiam ad congue litora neque purus porttitor nunc, primis luctus arcu erat aenean etiam curabitur litora sed maecenas condimentum",4, 
SNP887045988,"Tuesday, 30 March 2021",Settled,10,COT,,4, 
SNP8872776050,"Monday, 3 August 2020",Declined,4,CPT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP88736052992,"Wednesday, 10 March 2021",Settled,4,COT,,4, 
SNP8881660838,"Saturday, 26 September 2020",Settled,9,CPF,,3, 
SNP88816830049,"Saturday, 20 March 2021",Settled,6,CSE,,4, 
SNP888243097733,"Thursday, 10 September 2020",Declined,1,OOO,"Amet aptent consectetur scelerisque varius tincidunt molestie adipiscing, vulputate et euismod bibendum vel mi faucibus pellentesque, platea lorem integer dui ipsum dapibus",3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP88864820049,"Friday, 22 January 2021",Declined,0,OOO,"Bibendum integer lorem est ad eleifend fermentum vulputate laoreet ligula, quisque pharetra potenti cursus ut imperdiet lectus feugiat, neque integer luctus mattis volutpat nisi quam adipiscing",3, 
SNP88884072163,"Tuesday, 14 April 2020",Settled,9,CPF,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP889108053557,"Saturday, 18 April 2020",Settled,7,COT,,3, 
SNP88912622287,"Saturday, 2 January 2021",Declined,1,OOO,"Est donec commodo sociosqu taciti vel augue luctus fames et ac praesent nec, quisque molestie sociosqu quam inceptos in bibendum egestas in pretium sit",4, 
SNP8891887676,"Tuesday, 16 June 2020",Settled,5,CPF,,4, 
SNP8892414426,"Monday, 15 June 2020",Settled,9,COT,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP8896371161,"Thursday, 25 February 2021",Declined,3,CPF,,4, 
SNP890019084,"Monday, 8 February 2021",Declined,9,OOO,"Ornare hac libero sagittis tortor purus nibh nisl dictum, porttitor vivamus pretium quam urna primis fusce dapibus tempor, inceptos amet tempus nisi morbi elit amet",4, 
SNP890126052011,"Tuesday, 13 October 2020",Declined,2,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP891089555,"Saturday, 16 January 2021",Settled,5,CSE,,3, 
SNP8911225450,"Sunday, 14 March 2021",Declined,7,CPT,,4, 
SNP89119259873,"Friday, 12 March 2021",Declined,4,CPT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP8912816291,"Tuesday, 16 June 2020",Settled,6,CSE,,3, 
SNP89151276921,"Friday, 12 February 2021",Settled,9,OOO,"Ultrices senectus aenean himenaeos pretium praesent lacinia suspendisse tristique, velit diam class eleifend nostra viverra volutpat, ut sed suscipit ac augue sollicitudin ad netus sed ullamcorper neque interdum donec auctor nostra himenaeos",3, 
SNP8919664131,"Thursday, 28 May 2020",Settled,9,CSE,,3, 
SNP89228825058,"Wednesday, 18 November 2020",Settled,6,COT,,3, 
SNP893021310,"Thursday, 15 April 2021",Settled,7,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",3, 
SNP893302424295,"Thursday, 22 April 2021",Declined,2,OOO,"Ultrices senectus aenean himenaeos pretium praesent lacinia suspendisse tristique, velit diam class eleifend nostra viverra volutpat, ut sed suscipit ac augue sollicitudin ad netus sed ullamcorper neque interdum donec auctor nostra himenaeos",3, 
SNP89332453040,"Saturday, 9 January 2021",Settled,10,COT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP894049836,"Saturday, 3 April 2021",Settled,7,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP894115228145,"Wednesday, 20 January 2021",Declined,1,CPF,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP89421617492,"Sunday, 28 March 2021",Settled,9,OOO,"Purus etiam habitant eu libero ultrices turpis fames neque orci lobortis litora faucibus eu, orci sagittis placerat orci quisque etiam arcu sapien vitae maecenas lobortis",3, 
SNP89432445520,"Wednesday, 28 October 2020",Settled,9,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",3, 
SNP896113410623,"Thursday, 2 July 2020",Settled,7,CPF,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP89616203488,"Saturday, 12 December 2020",Settled,5,COT,,4, 
SNP89712625778,"Tuesday, 21 July 2020",Settled,9,COT,,3, 
SNP897224054498,"Wednesday, 3 March 2021",Settled,4,CPT,,3, 
SNP89729429897,"Monday, 4 January 2021",Settled,9,COT,,4, 
SNP8973290142,"Thursday, 19 November 2020",Settled,6,CPT,,4, 
SNP89743223007,"Saturday, 26 December 2020",Settled,5,CPT,,4, 
SNP898013013,"Thursday, 4 March 2021",Declined,6,CPT,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP898085897,"Tuesday, 8 September 2020",Settled,6,CPF,,4, 
SNP8982828016,"Thursday, 21 January 2021",Settled,7,CSE,,4, 
SNP89863007294,"Tuesday, 6 April 2021",Settled,9,CPT,,4, 
SNP899041981,"Saturday, 21 November 2020",Declined,1,CPF,,3, 
SNP89916827710,"Saturday, 12 December 2020",Settled,9,COT,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP89924033049,"Tuesday, 3 November 2020",Settled,10,OOO,"Vel aliquam pulvinar inceptos senectus a ullamcorper feugiat elit elementum sem hendrerit, egestas posuere sociosqu pretium curabitur vestibulum etiam posuere imperdiet mauris",4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP899302482287,"Monday, 8 March 2021",Declined,7,CPT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP900061298,"Sunday, 8 November 2020",Settled,7,COT,,3, 
SNP900094750,"Tuesday, 28 July 2020",Declined,3,COT,,4, 
SNP900235280331,"Sunday, 24 January 2021",Declined,0,CPT,,4, 
SNP90063080535,"Friday, 26 February 2021",Settled,7,CPT,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP90067246604,"Monday, 21 September 2020",Declined,2,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP901025170,"Tuesday, 11 August 2020",Settled,9,CSE,,4, 
SNP901054442,"Tuesday, 11 August 2020",Declined,4,OOO,"Ultrices senectus aenean himenaeos pretium praesent lacinia suspendisse tristique, velit diam class eleifend nostra viverra volutpat, ut sed suscipit ac augue sollicitudin ad netus sed ullamcorper neque interdum donec auctor nostra himenaeos",4, 
SNP901095653,"Friday, 26 February 2021",Declined,4,OOO,"Placerat ullamcorper ultricies accumsan tempor porta et, sapien faucibus augue praesent metus ultrices, ante condimentum id molestie facilisis curabitur viverra et mauris curabitur orci arcu leo ullamcorper laoreet",4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP9019623027,"Wednesday, 20 May 2020",Settled,9,COT,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP902087782,"Friday, 9 October 2020",Settled,10,OOO,"Praesent metus ipsum augue aptent sit leo ad sem urna hendrerit proin pellentesque ad dictumst mauris, pulvinar accumsan rutrum vestibulum conubia curae fermentum class pharetra fusce nostra quam sagittis",4, 
SNP9021815340,"Saturday, 12 September 2020",Settled,5,CSE,,4, 
SNP90248638778,"Sunday, 2 August 2020",Declined,3,COT,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP903071568,"Thursday, 19 November 2020",Settled,9,CPT,,4, 
SNP90349093602,"Monday, 12 April 2021",Settled,7,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP9035624538,"Saturday, 6 March 2021",Settled,9,CSE,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP904039890,"Wednesday, 18 November 2020",Settled,9,CSE,,3, 
SNP904085057,"Friday, 30 April 2021",Declined,4,CPT,,4, 
SNP90416809083,"Thursday, 13 August 2020",Declined,3,CPT,,4, 
SNP90478483760,"Wednesday, 3 March 2021",Declined,4,CPT,,4, 
SNP905047731,"Tuesday, 23 June 2020",Declined,2,COT,,3, 
SNP905100869317,"Thursday, 16 July 2020",Settled,9,COT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP90516285046,"Sunday, 25 April 2021",Settled,10,CPT,,4, 
SNP905220565228,"Friday, 5 March 2021",Declined,7,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP90558816853,"Saturday, 10 October 2020",Settled,9,CPF,,4, 
SNP906055042,"Tuesday, 5 January 2021",Declined,1,CPF,,3, 
SNP906061960,"Tuesday, 5 May 2020",Settled,6,CPT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP90632465769,"Friday, 2 April 2021",Declined,2,CPT,,3, 
SNP9064815166,"Saturday, 5 December 2020",Settled,9,OOO,"Purus etiam habitant eu libero ultrices turpis fames neque orci lobortis litora faucibus eu, orci sagittis placerat orci quisque etiam arcu sapien vitae maecenas lobortis",3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP9064820817,"Saturday, 4 July 2020",Settled,9,OOO,"Placerat ullamcorper ultricies accumsan tempor porta et, sapien faucibus augue praesent metus ultrices, ante condimentum id molestie facilisis curabitur viverra et mauris curabitur orci arcu leo ullamcorper laoreet",4, 
SNP907025856,"Monday, 11 January 2021",Declined,3,CPT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP907092018,"Friday, 4 December 2020",Settled,6,CPF,,3, 
SNP90712047475,"Friday, 26 February 2021",Settled,7,CPF,,4, 
SNP90728085825,"Sunday, 5 July 2020",Settled,9,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",4, 
SNP908000367,"Wednesday, 9 December 2020",Settled,6,CPF,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP908028851,"Friday, 28 August 2020",Settled,9,OOO,"Amet aptent consectetur scelerisque varius tincidunt molestie adipiscing, vulputate et euismod bibendum vel mi faucibus pellentesque, platea lorem integer dui ipsum dapibus",4, 
SNP90810073393,"Tuesday, 10 November 2020",Settled,5,CPF,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
